,VISIT_ID,TAG
48,62,"쇼핑, SNS 인생샷 여행, 상업지구(거리, 시장, 쇼핑시설)"
49,63,
50,64,
51,66,
52,67,
53,68,
54,70,"지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가, 새로운 지역, 문화시설(공연장, 영화관, 전시관 등)"
55,71,
56,72,"쇼핑, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람, 문화시설(공연장, 영화관, 전시관 등)"
57,73,"쇼핑, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람, 문화시설(공연장, 영화관, 전시관 등)"
58,75,
59,76,"SNS 인생샷 여행, 새로운 지역, 상업지구(거리, 시장, 쇼핑시설)"
60,77,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 교육/체험 프로그램 참가, 신규 여행지 발굴, 인플루언서 따라하기 여행, 도시, 체험 활동 관광지"
61,79,"야외 스포츠, 레포츠 활동, 상업지구(거리, 시장, 쇼핑시설)"
62,81,"쇼핑, 유흥/오락(나이트라이프), SNS 인생샷 여행, 호캉스 여행, 체험 활동 관광지"
63,82,"역사 유적지 방문, 지역 문화예술/공연/전시시설 관람, 새로운 지역, 문화시설(공연장, 영화관, 전시관 등)"
64,83,"지역 문화예술/공연/전시시설 관람, 캠핑, 지역 축제/이벤트 참가, 자연, 지역축제, 행사"
65,85,"쇼핑, 역사 유적지 방문, 시티투어, SNS 인생샷 여행, 인플루언서 따라하기 여행, 익숙한 지역, 문화시설(공연장, 영화관, 전시관 등)"
66,86,"테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 문화시설(공연장, 영화관, 전시관 등)"
67,87,"테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 새로운 지역, 문화시설(공연장, 영화관, 전시관 등)"
68,88,"테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 새로운 지역, 문화시설(공연장, 영화관, 전시관 등)"
69,89,"테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 새로운 지역, 문화시설(공연장, 영화관, 전시관 등)"
70,90,"테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 새로운 지역, 체험 활동 관광지"
71,91,"테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 자연관광지"
72,92,"지역 문화예술/공연/전시시설 관람, Well-ness 여행, SNS 인생샷 여행, 호캉스 여행, 인플루언서 따라하기 여행, 자연, 문화시설(공연장, 영화관, 전시관 등)"
73,93,"쇼핑, 역사 유적지 방문, 시티투어, 자연, 상업지구(거리, 시장, 쇼핑시설)"
74,96,"테마파크, 놀이시설, 동/식물원 방문, 야외 스포츠, 레포츠 활동, Well-ness 여행, SNS 인생샷 여행, 친환경 여행(플로깅 여행), 자연, 상업지구(거리, 시장, 쇼핑시설)"
75,97,"캠핑, SNS 인생샷 여행, 상업지구(거리, 시장, 쇼핑시설)"
76,99,"지역 문화예술/공연/전시시설 관람, 캠핑, Well-ness 여행, 친환경 여행(플로깅 여행), 새로운 지역, 산책로, 둘레길 등"
77,101,"쇼핑, 야외 스포츠, 레포츠 활동, 지역 문화예술/공연/전시시설 관람, 유흥/오락(나이트라이프), 지역 축제/이벤트 참가, 자연, 상업지구(거리, 시장, 쇼핑시설)"
78,102,"쇼핑, 시티투어, 상업지구(거리, 시장, 쇼핑시설)"
79,103,
80,105,
81,106,"역사 유적지 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가, 교육/체험 프로그램 참가, 새로운 지역, 산책로, 둘레길 등"
82,107,
83,111,체험 활동 관광지
84,112,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 야외 스포츠, 레포츠 활동, 캠핑, SNS 인생샷 여행, 자연, 레저/스포츠 관련 시설(스키, 카트, 수상레저)"
85,113,"문화시설(공연장, 영화관, 전시관 등)"
86,114,
87,115,"야외 스포츠, 레포츠 활동, 캠핑, SNS 인생샷 여행, 레저/스포츠 관련 시설(스키, 카트, 수상레저)"
88,116,"Well-ness 여행, 호캉스 여행, 신규 여행지 발굴, 자연, 체험 활동 관광지"
89,119,"역사 유적지 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, 상업지구(거리, 시장, 쇼핑시설)"
90,122,
91,123,
92,124,
93,125,"지역 축제/이벤트 참가, Well-ness 여행, SNS 인생샷 여행, 새로운 지역, 문화시설(공연장, 영화관, 전시관 등)"
94,126,"신규 여행지 발굴, 새로운 지역, 산책로, 둘레길 등"
95,128,"SNS 인생샷 여행, 자연"
96,129,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 신규 여행지 발굴, 계획에 따른 여행, 산책로, 둘레길 등"
97,130,"Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 산책로, 둘레길 등"
98,132,"역사 유적지 방문, 지역 문화예술/공연/전시시설 관람, 신규 여행지 발굴, 반려동물 동반 여행, 친환경 여행(플로깅 여행), 자연, 테마시설(놀이공원, 워터파크)"
99,133,"Well-ness 여행, 상업지구(거리, 시장, 쇼핑시설)"
100,136,
101,137,
102,138,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 시티투어, 지역 축제/이벤트 참가, Well-ness 여행, 상업지구(거리, 시장, 쇼핑시설)"
103,139,"쇼핑, 지역 문화예술/공연/전시시설 관람, 유흥/오락(나이트라이프), SNS 인생샷 여행, 계획에 따른 여행, 상업지구(거리, 시장, 쇼핑시설)"
104,140,"지역 문화예술/공연/전시시설 관람, Well-ness 여행, 상업지구(거리, 시장, 쇼핑시설)"
105,141,"쇼핑, 시티투어, 지역 문화예술/공연/전시시설 관람, SNS 인생샷 여행, 신규 여행지 발굴, 상업지구(거리, 시장, 쇼핑시설)"
106,142,"지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가, 문화시설(공연장, 영화관, 전시관 등)"
107,143,"지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가, 지역축제, 행사"
108,144,
109,147,"테마파크, 놀이시설, 동/식물원 방문, 지역 문화예술/공연/전시시설 관람, 상업지구(거리, 시장, 쇼핑시설)"
110,148,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 야외 스포츠, 레포츠 활동, 유흥/오락(나이트라이프), Well-ness 여행, 자연관광지"
111,151,
112,153,"쇼핑, 지역 축제/이벤트 참가, SNS 인생샷 여행, 자연관광지"
113,156,"역사 유적지 방문, 역사/유적/종교 시설 (문화재, 박물관, 촬영지, 절 등)"
114,160,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 유흥/오락(나이트라이프), 지역 축제/이벤트 참가, 온천/스파, 자연관광지"
115,163,
116,164,
117,165,"역사 유적지 방문, 지역 문화예술/공연/전시시설 관람, 드라마 촬영지 방문, 자연, 역사/유적/종교 시설 (문화재, 박물관, 촬영지, 절 등)"
118,166,"지역 축제/이벤트 참가, 교육/체험 프로그램 참가, 드라마 촬영지 방문, Well-ness 여행, 인플루언서 따라하기 여행, 휴양/휴식, 문화시설(공연장, 영화관, 전시관 등)"
119,167,
120,168,"쇼핑, 지역 문화예술/공연/전시시설 관람, Well-ness 여행, 호캉스 여행, 신규 여행지 발굴, 자연, 상업지구(거리, 시장, 쇼핑시설)"
121,169,
122,170,
123,171,"쇼핑, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람, Well-ness 여행, SNS 인생샷 여행, 자연, 문화시설(공연장, 영화관, 전시관 등), 체험 활동 관광지"
124,172,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 시티투어, 지역 축제/이벤트 참가, 교육/체험 프로그램 참가, 자연, 체험 활동 관광지"
125,174,"지역 문화예술/공연/전시시설 관람, 온천/스파, 자연, 체험 활동 관광지"
126,175,
127,178,"쇼핑, 시티투어, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가, 새로운 지역, 지역축제, 행사"
128,179,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 지역 축제/이벤트 참가, 신규 여행지 발굴, 인플루언서 따라하기 여행, 자연관광지"
129,180,"쇼핑, 시티투어, 유흥/오락(나이트라이프), 지역 축제/이벤트 참가, 호캉스 여행, 도시, 상업지구(거리, 시장, 쇼핑시설)"
130,181,"쇼핑, SNS 인생샷 여행, 자연관광지"
131,182,"역사 유적지 방문, 지역 문화예술/공연/전시시설 관람, 신규 여행지 발굴, 자연관광지"
132,183,"시티투어, 유흥/오락(나이트라이프), 자연, 문화시설(공연장, 영화관, 전시관 등)"
133,184,"야외 스포츠, 레포츠 활동, 캠핑, 자연, 체험 활동 관광지"
134,185,"쇼핑, 역사 유적지 방문, Well-ness 여행, 호캉스 여행, 친환경 여행(플로깅 여행), 새로운 지역, 상업지구(거리, 시장, 쇼핑시설)"
135,186,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 역사 유적지 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, 자연, 문화시설(공연장, 영화관, 전시관 등)"
136,187,
137,189,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 교육/체험 프로그램 참가, SNS 인생샷 여행, 인플루언서 따라하기 여행, 자연, 체험 활동 관광지"
138,190,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 역사 유적지 방문, SNS 인생샷 여행, 새로운 지역, 역사/유적/종교 시설 (문화재, 박물관, 촬영지, 절 등)"
139,192,"테마파크, 놀이시설, 동/식물원 방문, 역사 유적지 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, Well-ness 여행, SNS 인생샷 여행, 친환경 여행(플로깅 여행), 새로운 지역, 문화시설(공연장, 영화관, 전시관 등)"
140,193,"쇼핑, 시티투어, 지역 문화예술/공연/전시시설 관람, SNS 인생샷 여행, 자연, 역사/유적/종교 시설 (문화재, 박물관, 촬영지, 절 등)"
141,194,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, SNS 인생샷 여행, 호캉스 여행, 체험활동, 역사/유적/종교 시설 (문화재, 박물관, 촬영지, 절 등)"
142,195,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 신규 여행지 발굴, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행), 자연, 자연관광지"
143,196,"캠핑, 드라마 촬영지 방문, Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 자연, 산책로, 둘레길 등"
144,198,"테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 인플루언서 따라하기 여행, 자연, 테마시설(놀이공원, 워터파크)"
145,199,"역사/유적/종교 시설 (문화재, 박물관, 촬영지, 절 등)"
146,200,"쇼핑, 지역 문화예술/공연/전시시설 관람, SNS 인생샷 여행, 인플루언서 따라하기 여행, 휴양/휴식, 문화시설(공연장, 영화관, 전시관 등)"
147,202,
148,203,"지역 문화예술/공연/전시시설 관람, 유흥/오락(나이트라이프), 도시, 문화시설(공연장, 영화관, 전시관 등)"
149,204,"캠핑, Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴, 친환경 여행(플로깅 여행), 산책로, 둘레길 등"
150,205,"쇼핑, Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행, 자연, 산책로, 둘레길 등"
151,206,체험 활동 관광지
152,207,"지역 문화예술/공연/전시시설 관람, 온천/스파, 자연, 체험 활동 관광지"
153,208,
154,209,"쇼핑, 상업지구(거리, 시장, 쇼핑시설)"
155,212,"쇼핑, 시티투어, 지역 문화예술/공연/전시시설 관람, 캠핑, 종교/성지 순례, 자연, 자연관광지, 체험 활동 관광지"
156,213,"역사 유적지 방문, 역사/유적/종교 시설 (문화재, 박물관, 촬영지, 절 등)"
157,214,"테마파크, 놀이시설, 동/식물원 방문, 역사 유적지 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가, 자연, 역사/유적/종교 시설 (문화재, 박물관, 촬영지, 절 등)"
158,215,"역사 유적지 방문, 지역 문화예술/공연/전시시설 관람, Well-ness 여행, SNS 인생샷 여행, 자연, 산책로, 둘레길 등"
159,216,"쇼핑, 시티투어, 지역 문화예술/공연/전시시설 관람, 친환경 여행(플로깅 여행), 새로운 지역, 상업지구(거리, 시장, 쇼핑시설)"
160,217,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 역사 유적지 방문, 온천/스파, 교육/체험 프로그램 참가, 휴양/휴식, 역사/유적/종교 시설 (문화재, 박물관, 촬영지, 절 등)"
161,218,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람, 유흥/오락(나이트라이프), 도시, 역사/유적/종교 시설 (문화재, 박물관, 촬영지, 절 등)"
162,219,"역사 유적지 방문, 교육/체험 프로그램 참가, 호캉스 여행, 신규 여행지 발굴, 새로운 지역, 문화시설(공연장, 영화관, 전시관 등)"
163,220,
164,221,"종교/성지 순례, 자연, 자연관광지"
165,222,"지역 축제/이벤트 참가, SNS 인생샷 여행, 상업지구(거리, 시장, 쇼핑시설)"
166,223,"시티투어, 산책로, 둘레길 등"
167,224,"역사 유적지 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, 유흥/오락(나이트라이프), SNS 인생샷 여행, 호캉스 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행, 자연, 휴양/휴식, 자연관광지"
168,225,"쇼핑, 시티투어, 신규 여행지 발굴, 상업지구(거리, 시장, 쇼핑시설)"
169,228,"역사 유적지 방문, 드라마 촬영지 방문, SNS 인생샷 여행, 자연, 지역축제, 행사"
170,229,"쇼핑, SNS 인생샷 여행, 인플루언서 따라하기 여행, 새로운 지역, 지역축제, 행사"
171,230,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 역사 유적지 방문, SNS 인생샷 여행, 인플루언서 따라하기 여행, 산책로, 둘레길 등"
172,231,
173,232,"역사 유적지 방문, 시티투어, 유흥/오락(나이트라이프), SNS 인생샷 여행, 호캉스 여행, 상업지구(거리, 시장, 쇼핑시설)"
174,234,"쇼핑, 지역 문화예술/공연/전시시설 관람, 유흥/오락(나이트라이프), 지역 축제/이벤트 참가, 새로운 지역, 산책로, 둘레길 등"
175,235,"역사 유적지 방문, 지역 문화예술/공연/전시시설 관람, 친환경 여행(플로깅 여행), 새로운 지역, 산책로, 둘레길 등"
176,237,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 유흥/오락(나이트라이프), 지역 축제/이벤트 참가, 온천/스파, 자연관광지"
177,238,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 야외 스포츠, 레포츠 활동, 유흥/오락(나이트라이프), Well-ness 여행, 자연관광지"
178,240,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 시티투어, SNS 인생샷 여행, 호캉스 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행, 산책로, 둘레길 등"
179,242,"쇼핑, 야외 스포츠, 레포츠 활동, Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 자연, 자연관광지"
180,244,"쇼핑, 야외 스포츠, 레포츠 활동, 캠핑, SNS 인생샷 여행, 자연관광지"
181,245,"시티투어, SNS 인생샷 여행, 인플루언서 따라하기 여행, 자연, 산책로, 둘레길 등"
182,247,"자연, 산책로, 둘레길 등"
183,249,"교육/체험 프로그램 참가, 역사/유적/종교 시설 (문화재, 박물관, 촬영지, 절 등)"
184,250,
185,251,"시티투어, Well-ness 여행, SNS 인생샷 여행, 호캉스 여행, 친환경 여행(플로깅 여행), 도시, 자연관광지"
186,252,"시티투어, Well-ness 여행, SNS 인생샷 여행, 호캉스 여행, 친환경 여행(플로깅 여행), 도시, 체험 활동 관광지"
187,253,
188,259,"역사 유적지 방문, 자연관광지"
189,260,
190,262,"쇼핑, 역사 유적지 방문, 시티투어, 지역 축제/이벤트 참가, 교육/체험 프로그램 참가, 새로운 지역, 상업지구(거리, 시장, 쇼핑시설)"
191,263,"쇼핑, 드라마 촬영지 방문, SNS 인생샷 여행, 상황에 따른 여행, 자연관광지"
192,265,
193,267,
194,269,
195,270,"테마파크, 놀이시설, 동/식물원 방문, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가, 온천/스파, 교육/체험 프로그램 참가, 문화시설(공연장, 영화관, 전시관 등)"
196,271,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 지역 문화예술/공연/전시시설 관람, 교육/체험 프로그램 참가, Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴, 친환경 여행(플로깅 여행), 자연, 역사/유적/종교 시설 (문화재, 박물관, 촬영지, 절 등)"
197,272,"쇼핑, 지역 문화예술/공연/전시시설 관람, 새로운 지역, 문화시설(공연장, 영화관, 전시관 등)"
198,274,
199,276,"쇼핑, 시티투어, 야외 스포츠, 레포츠 활동, 지역 문화예술/공연/전시시설 관람, SNS 인생샷 여행, 체험 활동 관광지"
200,278,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 역사 유적지 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, 자연관광지"
201,280,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 야외 스포츠, 레포츠 활동, SNS 인생샷 여행, 자연, 문화시설(공연장, 영화관, 전시관 등), 레저/스포츠 관련 시설(스키, 카트, 수상레저)"
202,281,
203,282,"쇼핑, 역사 유적지 방문, 유흥/오락(나이트라이프), 신규 여행지 발굴, 도시, 문화시설(공연장, 영화관, 전시관 등)"
204,283,"시티투어, Well-ness 여행, SNS 인생샷 여행, 상업지구(거리, 시장, 쇼핑시설)"
205,285,"테마파크, 놀이시설, 동/식물원 방문, 야외 스포츠, 레포츠 활동, Well-ness 여행, 자연, 자연관광지"
206,286,"테마파크, 놀이시설, 동/식물원 방문, 지역 문화예술/공연/전시시설 관람, SNS 인생샷 여행, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행), 자연, 자연관광지"
207,287,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 야외 스포츠, 레포츠 활동, 자연, 레저/스포츠 관련 시설(스키, 카트, 수상레저)"
208,288,"테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행, 호캉스 여행, 체험 활동 관광지"
209,289,"테마파크, 놀이시설, 동/식물원 방문, 유흥/오락(나이트라이프), 온천/스파, SNS 인생샷 여행, 호캉스 여행, 자연, 체험 활동 관광지"
210,290,"테마파크, 놀이시설, 동/식물원 방문, 야외 스포츠, 레포츠 활동, Well-ness 여행, 자연, 레저/스포츠 관련 시설(스키, 카트, 수상레저)"
211,291,
212,292,
213,293,
214,295,"쇼핑, 역사 유적지 방문, 시티투어, 교육/체험 프로그램 참가, 친환경 여행(플로깅 여행), 익숙한 지역, 체험 활동 관광지"
215,296,"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 역사 유적지 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, 테마시설(놀이공원, 워터파크)"
216,298,"쇼핑, 지역 문화예술/공연/전시시설 관람, 유흥/오락(나이트라이프), 교육/체험 프로그램 참가, SNS 인생샷 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행, 자연, 상업지구(거리, 시장, 쇼핑시설)"
217,299,"온천/스파, SNS 인생샷 여행, 호캉스 여행, 문화시설(공연장, 영화관, 전시관 등)"
218,304,"쇼핑, Well-ness 여행, 자연, 역사/유적/종교 시설 (문화재, 박물관, 촬영지, 절 등)"
219,305,"시티투어, 지역 문화예술/공연/전시시설 관람, 유흥/오락(나이트라이프), 자연, 자연관광지"
220,306,
221,307,
222,308,"테마파크, 놀이시설, 동/식물원 방문, 계획에 따른 여행, 테마시설(놀이공원, 워터파크)"
223,310,"쇼핑, 역사 유적지 방문, 시티투어, 지역 축제/이벤트 참가, Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행), 테마시설(놀이공원, 워터파크)"
224,311,"쇼핑, 지역 문화예술/공연/전시시설 관람, 도시, 산책로, 둘레길 등"
225,312,"시티투어, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가, 신규 여행지 발굴, 친환경 여행(플로깅 여행), 익숙한 지역, 산책로, 둘레길 등"
226,314,"시티투어, 유흥/오락(나이트라이프), 호캉스 여행, 체험 활동 관광지"
227,315,"시티투어, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가, 신규 여행지 발굴, 친환경 여행(플로깅 여행), 익숙한 지역, 지역축제, 행사"
228,316,"시티투어, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가, 신규 여행지 발굴, 친환경 여행(플로깅 여행), 문화시설(공연장, 영화관, 전시관 등)"
229,317,"시티투어, 교육/체험 프로그램 참가, 친환경 여행(플로깅 여행), 새로운 지역, 자연관광지"
